timestamp,open,low,high,close,volume
2021-11-01 09:00:00,93,92,94,93,0
2021-11-01 09:01:00,93,92,94,93,0
2021-11-01 09:02:00,93,93,93,93,3500
2021-11-01 09:03:00,93,93,93,93,116100
2021-11-01 09:04:00,93,93,93,93,0
2021-11-01 09:05:00,93,93,93,93,150000
2021-11-01 09:06:00,93,93,93,93,79400
2021-11-01 09:07:00,93,93,93,93,0
2021-11-01 09:08:00,93,92,93,92,30400
2021-11-01 09:09:00,92,92,92,92,80000
2021-11-01 09:10:00,92,92,92,92,31100
2021-11-01 09:11:00,92,92,92,92,1600
2021-11-01 09:12:00,92,92,92,92,6200
2021-11-01 09:13:00,92,91,92,91,200000
2021-11-01 09:14:00,92,92,92,92,600
2021-11-01 09:15:00,92,92,92,92,4200
2021-11-01 09:16:00,92,92,92,92,2000
2021-11-01 09:17:00,92,92,92,92,2000
2021-11-01 09:18:00,92,92,92,92,2500
2021-11-01 09:19:00,92,92,92,92,0
2021-11-01 09:20:00,92,92,100,96,1059300
2021-11-01 09:21:00,96,96,100,99,464100
2021-11-01 09:22:00,98,95,98,95,213200
2021-11-01 09:23:00,95,95,97,96,344600
2021-11-01 09:24:00,96,95,96,95,26500
2021-11-01 09:25:00,95,95,95,95,53100
2021-11-01 09:26:00,95,95,95,95,65800
2021-11-01 09:27:00,96,95,99,99,525600
2021-11-01 09:28:00,98,97,99,97,129800
2021-11-01 09:29:00,98,97,98,98,62700
2021-11-01 09:30:00,98,98,100,100,722800
2021-11-01 09:31:00,100,100,102,101,944300
2021-11-01 09:32:00,101,101,103,103,2338300
2021-11-01 09:33:00,103,102,104,103,950000
2021-11-01 09:34:00,103,99,103,100,2039000
2021-11-01 09:35:00,101,100,102,101,242600
2021-11-01 09:36:00,101,100,101,100,118700
2021-11-01 09:37:00,101,100,101,101,108400
2021-11-01 09:38:00,101,99,101,100,190300
2021-11-01 09:39:00,100,100,101,101,167100
2021-11-01 09:40:00,101,101,101,101,223600
2021-11-01 09:41:00,101,100,102,102,236800
2021-11-01 09:42:00,102,101,102,102,213500
2021-11-01 09:43:00,102,102,104,104,407500
2021-11-01 09:44:00,102,102,104,104,192600
2021-11-01 09:45:00,104,103,105,104,1242500
2021-11-01 09:46:00,104,104,105,105,151700
2021-11-01 09:47:00,105,103,105,104,488100
2021-11-01 09:48:00,104,103,104,103,463200
2021-11-01 09:49:00,104,103,104,104,74100
2021-11-01 09:50:00,103,103,107,106,953000
2021-11-01 09:51:00,106,105,106,106,380200
2021-11-01 09:52:00,105,105,106,106,278500
2021-11-01 09:53:00,106,106,107,107,528600
2021-11-01 09:54:00,107,107,108,108,674900
2021-11-01 09:55:00,108,107,108,107,187900
2021-11-01 09:56:00,107,106,108,107,160600
2021-11-01 09:57:00,107,107,110,110,613600
2021-11-01 09:58:00,110,109,110,110,832400
2021-11-01 09:59:00,109,109,112,112,879900
2021-11-01 10:00:00,112,110,113,111,1188200
2021-11-01 10:01:00,111,109,112,110,1462200
2021-11-01 10:02:00,110,107,110,109,1294500
2021-11-01 10:03:00,109,108,110,109,875400
2021-11-01 10:04:00,109,108,110,110,655000
2021-11-01 10:05:00,109,109,111,110,449000
2021-11-01 10:06:00,110,110,112,110,569200
2021-11-01 10:07:00,111,110,111,111,61000
2021-11-01 10:08:00,111,110,114,114,1602100
2021-11-01 10:09:00,115,113,116,113,2247600
2021-11-01 10:10:00,113,111,114,114,565300
2021-11-01 10:11:00,114,113,115,115,520400
2021-11-01 10:12:00,115,114,116,116,1132500
2021-11-01 10:13:00,115,111,117,112,5666000
2021-11-01 10:14:00,114,111,114,113,1658000
2021-11-01 10:15:00,113,112,113,113,1337700
2021-11-01 10:16:00,113,111,113,111,1899400
2021-11-01 10:17:00,111,108,111,110,2462100
2021-11-01 10:18:00,109,108,111,109,1799300
2021-11-01 10:19:00,109,109,110,110,1092100
2021-11-01 10:20:00,109,108,109,108,1564300
2021-11-01 10:21:00,108,106,108,108,1666900
2021-11-01 10:22:00,107,107,109,108,482400
2021-11-01 10:23:00,108,106,108,107,1363200
2021-11-01 10:24:00,107,106,107,106,375700
2021-11-01 10:25:00,106,104,107,105,1433400
2021-11-01 10:26:00,105,105,106,106,679700
2021-11-01 10:27:00,106,106,107,107,243200
2021-11-01 10:28:00,107,106,107,107,130200
2021-11-01 10:29:00,107,105,107,105,421600
2021-11-01 10:30:00,105,105,106,105,494200
2021-11-01 10:31:00,105,104,106,105,586100
2021-11-01 10:32:00,105,105,106,106,41800
2021-11-01 10:33:00,106,105,106,106,40800
2021-11-01 10:34:00,105,105,106,106,370800
2021-11-01 10:35:00,106,105,106,105,70300
2021-11-01 10:36:00,105,104,105,104,297400
2021-11-01 10:37:00,104,103,104,104,256000
2021-11-01 10:38:00,104,104,105,105,176400
2021-11-01 10:39:00,105,103,105,104,493200
2021-11-01 10:40:00,104,104,105,105,379600
2021-11-01 10:41:00,106,105,106,106,19500
2021-11-01 10:42:00,106,105,106,106,459200
2021-11-01 10:43:00,107,106,107,107,405800
2021-11-01 10:44:00,107,107,107,107,3700
2021-11-01 10:45:00,107,106,107,107,482000
2021-11-01 10:46:00,107,107,107,107,70100
2021-11-01 10:47:00,107,107,107,107,89500
2021-11-01 10:48:00,106,106,106,106,242100
2021-11-01 10:49:00,106,105,106,105,38000
2021-11-01 10:50:00,105,105,106,106,53200
2021-11-01 10:51:00,105,105,105,105,25000
2021-11-01 10:52:00,106,105,107,107,194500
2021-11-01 10:53:00,106,106,106,106,12500
2021-11-01 10:54:00,106,106,107,107,47300
2021-11-01 10:55:00,107,106,107,107,3700
2021-11-01 10:56:00,107,106,107,107,0
2021-11-01 10:57:00,107,106,107,106,17200
2021-11-01 10:58:00,106,106,106,106,100
2021-11-01 10:59:00,105,105,106,106,191300
2021-11-01 11:00:00,106,106,106,106,57000
2021-11-01 11:01:00,106,105,106,106,122100
2021-11-01 11:02:00,105,104,105,105,225900
2021-11-01 11:03:00,105,104,105,105,77600
2021-11-01 11:04:00,105,104,105,105,187800
2021-11-01 11:05:00,104,103,105,103,277900
2021-11-01 11:06:00,103,103,104,104,422600
2021-11-01 11:07:00,104,104,104,104,20200
2021-11-01 11:08:00,104,103,104,104,47200
2021-11-01 11:09:00,104,103,104,104,68700
2021-11-01 11:10:00,104,104,105,105,284100
2021-11-01 11:11:00,105,105,106,106,10200
2021-11-01 11:12:00,105,105,105,105,293400
2021-11-01 11:13:00,105,105,105,105,58800
2021-11-01 11:14:00,104,104,105,104,264400
2021-11-01 11:15:00,103,102,103,102,630000
2021-11-01 11:16:00,102,102,103,103,239000
2021-11-01 11:17:00,103,103,103,103,31300
2021-11-01 11:18:00,103,103,104,104,24100
2021-11-01 11:19:00,103,103,103,103,50000
2021-11-01 11:20:00,103,103,103,103,107400
2021-11-01 11:21:00,103,101,103,103,285500
2021-11-01 11:22:00,103,102,103,103,220700
2021-11-01 11:23:00,104,103,104,103,179100
2021-11-01 11:24:00,103,103,104,104,7700
2021-11-01 11:25:00,104,103,104,103,16600
2021-11-01 11:26:00,103,103,103,103,30600
2021-11-01 11:27:00,103,103,103,103,400
2021-11-01 11:28:00,103,103,104,103,28300
2021-11-01 11:29:00,104,102,104,102,207400
2021-11-01 11:30:00,104,102,104,102,0
2021-11-01 11:31:00,104,102,104,102,0
2021-11-01 11:32:00,104,102,104,102,0
2021-11-01 11:33:00,104,102,104,102,0
2021-11-01 11:34:00,104,102,104,102,0
2021-11-01 11:35:00,104,102,104,102,0
2021-11-01 11:36:00,104,102,104,102,0
2021-11-01 11:37:00,104,102,104,102,0
2021-11-01 11:38:00,104,102,104,102,0
2021-11-01 11:39:00,104,102,104,102,0
2021-11-01 11:40:00,104,102,104,102,0
2021-11-01 11:41:00,104,102,104,102,0
2021-11-01 11:42:00,104,102,104,102,0
2021-11-01 11:43:00,104,102,104,102,0
2021-11-01 11:44:00,104,102,104,102,0
2021-11-01 11:45:00,104,102,104,102,0
2021-11-01 11:46:00,104,102,104,102,0
2021-11-01 11:47:00,104,102,104,102,0
2021-11-01 11:48:00,104,102,104,102,0
2021-11-01 11:49:00,104,102,104,102,0
2021-11-01 11:50:00,104,102,104,102,0
2021-11-01 11:51:00,104,102,104,102,0
2021-11-01 11:52:00,104,102,104,102,0
2021-11-01 11:53:00,104,102,104,102,0
2021-11-01 11:54:00,104,102,104,102,0
2021-11-01 11:55:00,104,102,104,102,0
2021-11-01 11:56:00,104,102,104,102,0
2021-11-01 11:57:00,104,102,104,102,0
2021-11-01 11:58:00,104,102,104,102,0
2021-11-01 11:59:00,104,102,104,102,0
2021-11-01 12:00:00,104,102,104,102,0
2021-11-01 12:01:00,104,102,104,102,0
2021-11-01 12:02:00,104,102,104,102,0
2021-11-01 12:03:00,104,102,104,102,0
2021-11-01 12:04:00,104,102,104,102,0
2021-11-01 12:05:00,104,102,104,102,0
2021-11-01 12:06:00,104,102,104,102,0
2021-11-01 12:07:00,104,102,104,102,0
